Status,Project,Title,Name,URL,Error
Success,DD,Aspatial Table - Parcel View - DVP,aspatial-table-parcel-view-dvp,http://datavic-ckan.docker.amazee.io/dataset/aspatial-table-parcel-view-dvp,
Success,DD,Building Polygon,building-polygon,http://datavic-ckan.docker.amazee.io/dataset/building-polygon,
Success,DD,Building Point,building-point,http://datavic-ckan.docker.amazee.io/dataset/building-point,
Success,DD,Country Fire Authority (CFA) District Boundaries - Vicmap Admin,country-fire-authority-cfa-district-boundaries-vicmap-admin,http://datavic-ckan.docker.amazee.io/dataset/country-fire-authority-cfa-district-boundaries-vicmap-admin,
Success,DD,Victorian Coastal Nearshore Bathymetry 20m resolution DEM 5m Contours,victorian-coastal-nearshore-bathymetry-20m-resolution-dem-5m-contours,http://datavic-ckan.docker.amazee.io/dataset/victorian-coastal-nearshore-bathymetry-20m-resolution-dem-5m-contours,
Success,DD,WARD Boundaries 2012,ward-boundaries-2012,http://datavic-ckan.docker.amazee.io/dataset/ward-boundaries-2012,
Success,DD,Vicmap Features of Interest,vicmap-features-of-interest,http://datavic-ckan.docker.amazee.io/dataset/vicmap-features-of-interest,
Success,DD,Vicmap Elevation DEM 10m,vicmap-elevation-dem-10m,http://datavic-ckan.docker.amazee.io/dataset/vicmap-elevation-dem-10m,
Success,DD,Vicmap Crown Land Tenure Basic,vicmap-crown-land-tenure-basic,http://datavic-ckan.docker.amazee.io/dataset/vicmap-crown-land-tenure-basic,
Success,DD,Vicmap Property Simplified 1,vicmap-property-simplified-1,http://datavic-ckan.docker.amazee.io/dataset/vicmap-property-simplified-1,
Success,DD,Vicmap Elevation - 1-5 Contours & Relief,vicmap-elevation-1-5-contours-relief,http://datavic-ckan.docker.amazee.io/dataset/vicmap-elevation-1-5-contours-relief,
Success,DD,Vicmap Elevation - Contours,vicmap-elevation-contours,http://datavic-ckan.docker.amazee.io/dataset/vicmap-elevation-contours,
Success,DD,Aspatial Table - Road Locality Section Table - Vicmap Transport,aspatial-table-road-locality-section-table-vicmap-transport,http://datavic-ckan.docker.amazee.io/dataset/aspatial-table-road-locality-section-table-vicmap-transport,
Success,DD,Parcel  Property Aspatial Table - Vicmap Property,parcel-property-aspatial-table-vicmap-property,http://datavic-ckan.docker.amazee.io/dataset/parcel-property-aspatial-table-vicmap-property,
Success,DD,Parcel Cadastral Area Boundary Aspatial Table  - Vicmap Property,parcel-cadastral-area-boundary-aspatial-table-vicmap-property,http://datavic-ckan.docker.amazee.io/dataset/parcel-cadastral-area-boundary-aspatial-table-vicmap-property,
Success,DD,Vicmap Property Annotation Text,vicmap-property-annotation-text,http://datavic-ckan.docker.amazee.io/dataset/vicmap-property-annotation-text,
Success,DD,Parcel View - Vicmap Property,parcel-view-vicmap-property,http://datavic-ckan.docker.amazee.io/dataset/parcel-view-vicmap-property,
Success,DD,Cadastral Area Boundary - Vicmap Property,cadastral-area-boundary-vicmap-property,http://datavic-ckan.docker.amazee.io/dataset/cadastral-area-boundary-vicmap-property,
Success,DD,Vicmap Crown Land Tenure,vicmap-crown-land-tenure,http://datavic-ckan.docker.amazee.io/dataset/vicmap-crown-land-tenure,
Success,DD,Vicmap Crown Land Tenure - Agricultural,vicmap-crown-land-tenure-agricultural,http://datavic-ckan.docker.amazee.io/dataset/vicmap-crown-land-tenure-agricultural,
Success,DD,Vicmap Crown Land Tenure - Lease,vicmap-crown-land-tenure-lease,http://datavic-ckan.docker.amazee.io/dataset/vicmap-crown-land-tenure-lease,
Success,DD,Vicmap Crown Land Tenure - Pipelines,vicmap-crown-land-tenure-pipelines,http://datavic-ckan.docker.amazee.io/dataset/vicmap-crown-land-tenure-pipelines,
Success,DD,Airport Infrastucture Point - Vicmap Transport,airport-infrastucture-point-vicmap-transport,http://datavic-ckan.docker.amazee.io/dataset/airport-infrastucture-point-vicmap-transport,
Success,DD,Vicmap Transport - Highways,vicmap-transport-highways,http://datavic-ckan.docker.amazee.io/dataset/vicmap-transport-highways,
Success,DD,Vicmap Transport - Freeways,vicmap-transport-freeways,http://datavic-ckan.docker.amazee.io/dataset/vicmap-transport-freeways,
Success,DD,Road Network - Vicmap Transport,road-network-vicmap-transport,http://datavic-ckan.docker.amazee.io/dataset/road-network-vicmap-transport,
Success,DD,Vicmap Transport - Fords,vicmap-transport-fords,http://datavic-ckan.docker.amazee.io/dataset/vicmap-transport-fords,
Success,DD,Vicmap Transport - Road Network,vicmap-transport-road-network,http://datavic-ckan.docker.amazee.io/dataset/vicmap-transport-road-network,
Success,DD,Vicmap Transport - Walking Tracks,vicmap-transport-walking-tracks,http://datavic-ckan.docker.amazee.io/dataset/vicmap-transport-walking-tracks,
Success,DD,Morphology Point 1:25,000 - Vicmap Elevation,morphology-point-1-25-000-vicmap-elevation,http://datavic-ckan.docker.amazee.io/dataset/morphology-point-1-25-000-vicmap-elevation,
Success,DD,Morphology Line 1:25,000 - Vicmap Elevation,morphology-line-1-25-000-vicmap-elevation,http://datavic-ckan.docker.amazee.io/dataset/morphology-line-1-25-000-vicmap-elevation,
Success,DD,Water Structure Point 1:25,000 - Vicmap Hydro,water-structure-point-1-25-000-vicmap-hydro,http://datavic-ckan.docker.amazee.io/dataset/water-structure-point-1-25-000-vicmap-hydro,
Success,DD,Navigation Point 1:25,000 -  Vicmap Hydro,navigation-point-1-25-000-vicmap-hydro,http://datavic-ckan.docker.amazee.io/dataset/navigation-point-1-25-000-vicmap-hydro,
Success,DD,Navigation Line 1:25,000 -  Vicmap Hydro,navigation-line-1-25-000-vicmap-hydro,http://datavic-ckan.docker.amazee.io/dataset/navigation-line-1-25-000-vicmap-hydro,
Success,DD,Water Point 1:25,000 -  Vicmap Hydro,water-point-1-25-000-vicmap-hydro,http://datavic-ckan.docker.amazee.io/dataset/water-point-1-25-000-vicmap-hydro,
Success,DD,Vicmap Hydro - Waterfalls,vicmap-hydro-waterfalls,http://datavic-ckan.docker.amazee.io/dataset/vicmap-hydro-waterfalls,
Success,DD,Vicmap Hydro - Swamps,vicmap-hydro-swamps,http://datavic-ckan.docker.amazee.io/dataset/vicmap-hydro-swamps,
Success,DD,VIcmap Hydro - Watercourse Rivers,vicmap-hydro-watercourse-rivers,http://datavic-ckan.docker.amazee.io/dataset/vicmap-hydro-watercourse-rivers,
Success,DD,Vicmap Hydro - Watercourse Streams,vicmap-hydro-watercourse-streams,http://datavic-ckan.docker.amazee.io/dataset/vicmap-hydro-watercourse-streams,
Success,DD,VIcmap Hydro - Watercourse Drains,vicmap-hydro-watercourse-drains,http://datavic-ckan.docker.amazee.io/dataset/vicmap-hydro-watercourse-drains,
Success,DD,Vicmap Hydro - Connector Watercourse,vicmap-hydro-connector-watercourse,http://datavic-ckan.docker.amazee.io/dataset/vicmap-hydro-connector-watercourse,
Success,DD,Vicmap Hydro 1:25,000,vicmap-hydro-1-25-000,http://datavic-ckan.docker.amazee.io/dataset/vicmap-hydro-1-25-000,
Success,DD,Vicmap Hydro - Pondages,vicmap-hydro-pondages,http://datavic-ckan.docker.amazee.io/dataset/vicmap-hydro-pondages,
Success,DD,Road Infrastructure - Vicmap Transport,road-infrastructure-vicmap-transport,http://datavic-ckan.docker.amazee.io/dataset/road-infrastructure-vicmap-transport,
Success,DD,Vicmap Transport - Roundabout (points),vicmap-transport-roundabout-points,http://datavic-ckan.docker.amazee.io/dataset/vicmap-transport-roundabout-points,
Success,DD,Vicmap Transport - Gates,vicmap-transport-gates,http://datavic-ckan.docker.amazee.io/dataset/vicmap-transport-gates,
Success,DD,Rail Network - Vicmap Transport,rail-network-vicmap-transport,http://datavic-ckan.docker.amazee.io/dataset/rail-network-vicmap-transport,
Success,DD,Vicmap Transport - Rail Network,vicmap-transport-rail-network,http://datavic-ckan.docker.amazee.io/dataset/vicmap-transport-rail-network,
Success,DD,Property Aspatial Table - Vicmap Property,property-aspatial-table-vicmap-property,http://datavic-ckan.docker.amazee.io/dataset/property-aspatial-table-vicmap-property,
Success,DD,Parcel Aspatial Table - Vicmap Property,parcel-aspatial-table-vicmap-property,http://datavic-ckan.docker.amazee.io/dataset/parcel-aspatial-table-vicmap-property,
Success,DD,Broadhectare Residential Land 2016,broadhectare-residential-land-2016,http://datavic-ckan.docker.amazee.io/dataset/broadhectare-residential-land-2016,
Success,DD,Recreation Hut,recreation-hut,http://datavic-ckan.docker.amazee.io/dataset/recreation-hut,
Success,DD,Recreation Assets,recreation-assets,http://datavic-ckan.docker.amazee.io/dataset/recreation-assets,
Success,DD,Recreation Sites,recreation-sites,http://datavic-ckan.docker.amazee.io/dataset/recreation-sites,
Success,DD,Recreation Track,recreation-track,http://datavic-ckan.docker.amazee.io/dataset/recreation-track,
Success,DD,Defined and declared floodways,defined-and-declared-floodways,http://datavic-ckan.docker.amazee.io/dataset/defined-and-declared-floodways,
Success,DD,Final VEAC boundary for the River Red Gum Forests Investigation,final-veac-boundary-for-the-river-red-gum-forests-investigation,http://datavic-ckan.docker.amazee.io/dataset/final-veac-boundary-for-the-river-red-gum-forests-investigation,
Success,DD,Final ECC boundary for the Box-Ironbark Forests and Woodlands Investigation,final-ecc-boundary-for-the-box-ironbark-forests-and-woodlands-investigation,http://datavic-ckan.docker.amazee.io/dataset/final-ecc-boundary-for-the-box-ironbark-forests-and-woodlands-investigation,
Success,DD,Landsystems,landsystems,http://datavic-ckan.docker.amazee.io/dataset/landsystems,
Success,DD,Fire Severity 2009 Ground Control Plot Locations,fire-severity-2009-ground-control-plot-locations,http://datavic-ckan.docker.amazee.io/dataset/fire-severity-2009-ground-control-plot-locations,
Success,DD,Victorian Bushfires Severity Map 2009 (Polygons),victorian-bushfires-severity-map-2009-polygons,http://datavic-ckan.docker.amazee.io/dataset/victorian-bushfires-severity-map-2009-polygons,
Success,DD,Volcanic Eruption Points,volcanic-eruption-points,http://datavic-ckan.docker.amazee.io/dataset/volcanic-eruption-points,
Success,DD,Hunting Area Dataset for More to Explore App,hunting-area-dataset-for-more-to-explore-app,http://datavic-ckan.docker.amazee.io/dataset/hunting-area-dataset-for-more-to-explore-app,
Success,DD,Hunting Area Dataset Permitted Hog Deer Hunting,hunting-area-dataset-permitted-hog-deer-hunting,http://datavic-ckan.docker.amazee.io/dataset/hunting-area-dataset-permitted-hog-deer-hunting,
Success,DD,Hunting Area Dataset Permitted Pest Hunting,hunting-area-dataset-permitted-pest-hunting,http://datavic-ckan.docker.amazee.io/dataset/hunting-area-dataset-permitted-pest-hunting,
Success,DD,Hunting Area Dataset Permitted Stubble Quail Hunting,hunting-area-dataset-permitted-stubble-quail-hunting,http://datavic-ckan.docker.amazee.io/dataset/hunting-area-dataset-permitted-stubble-quail-hunting,
Success,DD,Hunting Area Dataset Permitted Sambar Deer Hunting,hunting-area-dataset-permitted-sambar-deer-hunting,http://datavic-ckan.docker.amazee.io/dataset/hunting-area-dataset-permitted-sambar-deer-hunting,
Success,DD,Hunting Area Dataset Permitted Duck Hunting,hunting-area-dataset-permitted-duck-hunting,http://datavic-ckan.docker.amazee.io/dataset/hunting-area-dataset-permitted-duck-hunting,
Success,DD,Recognition and Settlement Agreement areas,recognition-and-settlement-agreement-areas,http://datavic-ckan.docker.amazee.io/dataset/recognition-and-settlement-agreement-areas,
Success,DD,VEAC Recommendations 1:25,000 polygon,veac-recommendations-1-25-000-polygon,http://datavic-ckan.docker.amazee.io/dataset/veac-recommendations-1-25-000-polygon,
Success,DD,Planned Burns 2020/21 - 2022/23,planned-burns-2020-21-2022-23,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2020-21-2022-23,
Success,DD,Fire history overlay of most recent fires only showing scars,fire-history-overlay-of-most-recent-fires-only-showing-scars,http://datavic-ckan.docker.amazee.io/dataset/fire-history-overlay-of-most-recent-fires-only-showing-scars,
Success,DD,Planned Burns 2017/18 - 2019/20,planned-burns-2017-18-2019-20,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2017-18-2019-20,
Success,DD,Planned Burns 2016/17 - 2018/19,planned-burns-2016-17-2018-19,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2016-17-2018-19,
Success,DD,Planned Burns 2015/16 - 2017/18,planned-burns-2015-16-2017-18,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2015-16-2017-18,
Success,DD,Planned Burns 2014/15 - 2016/17,planned-burns-2014-15-2016-17,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2014-15-2016-17,
Success,DD,Fire history overlay of most recent fires,fire-history-overlay-of-most-recent-fires,http://datavic-ckan.docker.amazee.io/dataset/fire-history-overlay-of-most-recent-fires,
Success,DD,Fire History Records of Fires primarily on Public Land.,fire-history-records-of-fires-primarily-on-public-land,http://datavic-ckan.docker.amazee.io/dataset/fire-history-records-of-fires-primarily-on-public-land,
Success,DD,Fire Origins - Current and Historical,fire-origins-current-and-historical,http://datavic-ckan.docker.amazee.io/dataset/fire-origins-current-and-historical,
Success,DD,DEPI Land and Fire District Boundary Lines,depi-land-and-fire-district-boundary-lines,http://datavic-ckan.docker.amazee.io/dataset/depi-land-and-fire-district-boundary-lines,
Success,DD,DELWP Land and Fire District Boundaries,delwp-land-and-fire-district-boundaries,http://datavic-ckan.docker.amazee.io/dataset/delwp-land-and-fire-district-boundaries,
Success,DD,Planned Burns 2013/14 - 2015/16,planned-burns-2013-14-2015-16,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2013-14-2015-16,
Success,DD,Planned Burns 2012/13 - 2014/15,planned-burns-2012-13-2014-15,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2012-13-2014-15,
Success,DD,Fire Operations Plan Mechanical Works,fire-operations-plan-mechanical-works,http://datavic-ckan.docker.amazee.io/dataset/fire-operations-plan-mechanical-works,
Success,DD,Planned Burns 2011/12 - 2013/14,planned-burns-2011-12-2013-14,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2011-12-2013-14,
Success,DD,Oil and Gas Facilities,oil-and-gas-facilities,http://datavic-ckan.docker.amazee.io/dataset/oil-and-gas-facilities,
Success,DD,Coal  - Earth Resources Spatial Data Collection for the Datamart.,coal-earth-resources-spatial-data-collection-for-the-datamart,http://datavic-ckan.docker.amazee.io/dataset/coal-earth-resources-spatial-data-collection-for-the-datamart,
Success,DD,Murray Basin - Depth To Basement (1:1,000,000),murray-basin-depth-to-basement-1-1-000-000,http://datavic-ckan.docker.amazee.io/dataset/murray-basin-depth-to-basement-1-1-000-000,
Success,DD,Shear displacement structures  (1:50,000),shear-displacement-structures-1-50-000,http://datavic-ckan.docker.amazee.io/dataset/shear-displacement-structures-1-50-000,
Success,DD,Geological units represented as two dimensional polygons (1:50,000),geological-units-represented-as-two-dimensional-polygons-1-50-000,http://datavic-ckan.docker.amazee.io/dataset/geological-units-represented-as-two-dimensional-polygons-1-50-000,
Success,DD,Surface Geochemistry Samples (replacing GCHEM over time),surface-geochemistry-samples-replacing-gchem-over-time,http://datavic-ckan.docker.amazee.io/dataset/surface-geochemistry-samples-replacing-gchem-over-time,
Success,DD,Victorian Coal Sub Crop Regions,victorian-coal-sub-crop-regions,http://datavic-ckan.docker.amazee.io/dataset/victorian-coal-sub-crop-regions,
Success,DD,Victorian Coal Bearing Sub-basin Domains,victorian-coal-bearing-sub-basin-domains,http://datavic-ckan.docker.amazee.io/dataset/victorian-coal-bearing-sub-basin-domains,
Success,DD,Interpreted Basin Edge (1:500,000), Geological Interpretation of Geophysical Features,interpreted-basin-edge-1-500-000-geological-interpretation-of-geophysical-features,http://datavic-ckan.docker.amazee.io/dataset/interpreted-basin-edge-1-500-000-geological-interpretation-of-geophysical-features,
Success,DD,Geophysical Interpretations - Earth Resources Spatial Data Collection for the Datamart.,geophysical-interpretations-earth-resources-spatial-data-collection-for-the-datamart,http://datavic-ckan.docker.amazee.io/dataset/geophysical-interpretations-earth-resources-spatial-data-collection-for-the-datamart,
Success,DD,Regolith Detail type polygons (1:50,000),regolith-detail-type-polygons-1-50-000,http://datavic-ckan.docker.amazee.io/dataset/regolith-detail-type-polygons-1-50-000,
Success,DD,Regolith Landform Interpretations - Earth Resources Spatial Data Collection for the Datamart.,regolith-landform-interpretations-earth-resources-spatial-data-collection-for-the-datamart,http://datavic-ckan.docker.amazee.io/dataset/regolith-landform-interpretations-earth-resources-spatial-data-collection-for-the-datamart,
Success,DD,Geological zones of contact metamorphism lines (1:100,000),geological-zones-of-contact-metamorphism-lines-1-100-000,http://datavic-ckan.docker.amazee.io/dataset/geological-zones-of-contact-metamorphism-lines-1-100-000,
Success,DD,Geological zones of contact metamorphism (1:100,000),geological-zones-of-contact-metamorphism-1-100-000,http://datavic-ckan.docker.amazee.io/dataset/geological-zones-of-contact-metamorphism-1-100-000,
Success,DD,Contact Metamorphism Zone Lines (1:250,000),contact-metamorphism-zone-lines-1-250-000,http://datavic-ckan.docker.amazee.io/dataset/contact-metamorphism-zone-lines-1-250-000,
Success,DD,Contact Metamorphism Zones (1:250,000),contact-metamorphism-zones-1-250-000,http://datavic-ckan.docker.amazee.io/dataset/contact-metamorphism-zones-1-250-000,
Success,DD,Geological polygons (1:250,000),geological-polygons-1-250-000,http://datavic-ckan.docker.amazee.io/dataset/geological-polygons-1-250-000,
Success,DD,Miscellaneous - Earth Resources Spatial Data Collection for the Datamart.,miscellaneous-earth-resources-spatial-data-collection-for-the-datamart,http://datavic-ckan.docker.amazee.io/dataset/miscellaneous-earth-resources-spatial-data-collection-for-the-datamart,
Success,DD,All Earth Resources Spatial Data Collection for the Datamart,all-earth-resources-spatial-data-collection-for-the-datamart,http://datavic-ckan.docker.amazee.io/dataset/all-earth-resources-spatial-data-collection-for-the-datamart,
Success,DD,Heavy Mineral Sands Polygons (1:1,000,000),heavy-mineral-sands-polygons-1-1-000-000,http://datavic-ckan.docker.amazee.io/dataset/heavy-mineral-sands-polygons-1-1-000-000,
Success,DD,Oil and Gas - Earth Resources Spatial Data Collection for the Datamart.,oil-and-gas-earth-resources-spatial-data-collection-for-the-datamart,http://datavic-ckan.docker.amazee.io/dataset/oil-and-gas-earth-resources-spatial-data-collection-for-the-datamart,
Success,DD,Wells and Boreholes - Earth Resources Spatial Data Collection for the Datamart.,wells-and-boreholes-earth-resources-spatial-data-collection-for-the-datamart,http://datavic-ckan.docker.amazee.io/dataset/wells-and-boreholes-earth-resources-spatial-data-collection-for-the-datamart,
Success,DD,Gold Undercover Initiative Area,gold-undercover-initiative-area,http://datavic-ckan.docker.amazee.io/dataset/gold-undercover-initiative-area,
Success,DD,Petroleum Well Cross Section Lines,petroleum-well-cross-section-lines,http://datavic-ckan.docker.amazee.io/dataset/petroleum-well-cross-section-lines,
Success,DD,Seismic Cross Section Lines,seismic-cross-section-lines,http://datavic-ckan.docker.amazee.io/dataset/seismic-cross-section-lines,
Success,DD,Geological Structure Zones (1:1,000,000),geological-structure-zones-1-1-000-000,http://datavic-ckan.docker.amazee.io/dataset/geological-structure-zones-1-1-000-000,
Success,DD,Petroleum Wells (from Geological Survey of Victoria's DbMap database),petroleum-wells-from-geological-survey-of-victorias-dbmap-database,http://datavic-ckan.docker.amazee.io/dataset/petroleum-wells-from-geological-survey-of-victorias-dbmap-database,
Success,DD,Regolith Observation Points from field mapping,regolith-observation-points-from-field-mapping,http://datavic-ckan.docker.amazee.io/dataset/regolith-observation-points-from-field-mapping,
Success,DD,SubSurface Geophysics (1:250,000), , at level 1,subsurface-geophysics-1-250-000-at-level-1,http://datavic-ckan.docker.amazee.io/dataset/subsurface-geophysics-1-250-000-at-level-1,
Success,DD,Oil and Gas Fields,oil-and-gas-fields,http://datavic-ckan.docker.amazee.io/dataset/oil-and-gas-fields,
Success,DD,Deep Lead Lines,deep-lead-lines,http://datavic-ckan.docker.amazee.io/dataset/deep-lead-lines,
Success,DD,Deep Leads Areas,deep-leads-areas,http://datavic-ckan.docker.amazee.io/dataset/deep-leads-areas,
Success,DD,Geological Structure Measurements,geological-structure-measurements,http://datavic-ckan.docker.amazee.io/dataset/geological-structure-measurements,
Success,DD,Rock Site Locations,rock-site-locations,http://datavic-ckan.docker.amazee.io/dataset/rock-site-locations,
Success,DD,Petrophysics Sample Locations,petrophysics-sample-locations,http://datavic-ckan.docker.amazee.io/dataset/petrophysics-sample-locations,
Success,DD,Geological Outcrops,geological-outcrops,http://datavic-ckan.docker.amazee.io/dataset/geological-outcrops,
Success,DD,GSV Published Maps Indexes,gsv-published-maps-indexes,http://datavic-ckan.docker.amazee.io/dataset/gsv-published-maps-indexes,
Success,DD,Mines and Mineral Occurrence Sites,mines-and-mineral-occurrence-sites,http://datavic-ckan.docker.amazee.io/dataset/mines-and-mineral-occurrence-sites,
Success,DD,Historical Mining Activity,historical-mining-activity,http://datavic-ckan.docker.amazee.io/dataset/historical-mining-activity,
Success,DD,Extractive Industry Interest Areas,extractive-industry-interest-areas,http://datavic-ckan.docker.amazee.io/dataset/extractive-industry-interest-areas,
Success,DD,Borehole Geology (from Earth Resource's database),borehole-geology-from-earth-resources-database,http://datavic-ckan.docker.amazee.io/dataset/borehole-geology-from-earth-resources-database,
Success,DD,Electricity Distribution Boundaries,electricity-distribution-boundaries,http://datavic-ckan.docker.amazee.io/dataset/electricity-distribution-boundaries,
Success,DD,Restricted and Unavailable Crown Land for Geothermal Energy Operations,restricted-and-unavailable-crown-land-for-geothermal-energy-operations,http://datavic-ckan.docker.amazee.io/dataset/restricted-and-unavailable-crown-land-for-geothermal-energy-operations,
Success,DD,Restricted and Unavailable Crown Land for Mining and/or Exploration,restricted-and-unavailable-crown-land-for-mining-and-or-exploration,http://datavic-ckan.docker.amazee.io/dataset/restricted-and-unavailable-crown-land-for-mining-and-or-exploration,
Success,DD,Tailings Licences - Expired,tailings-licences-expired,http://datavic-ckan.docker.amazee.io/dataset/tailings-licences-expired,
Success,DD,Expired Mineral Leases - 1860s to 1966,expired-mineral-leases-1860s-to-1966,http://datavic-ckan.docker.amazee.io/dataset/expired-mineral-leases-1860s-to-1966,
Success,DD,Expired Mining Licences and Leases,expired-mining-licences-and-leases,http://datavic-ckan.docker.amazee.io/dataset/expired-mining-licences-and-leases,
Success,DD,Petroleum Acreage Releases,petroleum-acreage-releases,http://datavic-ckan.docker.amazee.io/dataset/petroleum-acreage-releases,
Success,DD,Land Victoria Senior Land Use Planning Officer (SLUPO) Areas,land-victoria-senior-land-use-planning-officer-slupo-areas,http://datavic-ckan.docker.amazee.io/dataset/land-victoria-senior-land-use-planning-officer-slupo-areas,
Success,DD,Current Extractive Industry Tenements,current-extractive-industry-tenements,http://datavic-ckan.docker.amazee.io/dataset/current-extractive-industry-tenements,
Success,DD,Current Mining Licences and Leases,current-mining-licences-and-leases,http://datavic-ckan.docker.amazee.io/dataset/current-mining-licences-and-leases,
Success,DD,Planned Burns 2010/11 - 2012/13,planned-burns-2010-11-2012-13,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2010-11-2012-13,
Success,DD,Planned Burns 2009/10 - 2011/12,planned-burns-2009-10-2011-12,http://datavic-ckan.docker.amazee.io/dataset/planned-burns-2009-10-2011-12,
Success,DD,Observation and Automatic Weather Stations,observation-and-automatic-weather-stations,http://datavic-ckan.docker.amazee.io/dataset/observation-and-automatic-weather-stations,
Success,DD,Wingan Inlet Seagrass 1999,wingan-inlet-seagrass-1999,http://datavic-ckan.docker.amazee.io/dataset/wingan-inlet-seagrass-1999,
Success,DD,Tamboon Inlet Seagrass 1999,tamboon-inlet-seagrass-1999,http://datavic-ckan.docker.amazee.io/dataset/tamboon-inlet-seagrass-1999,
Success,DD,Shallow Inlet Seagrass 1999,shallow-inlet-seagrass-1999,http://datavic-ckan.docker.amazee.io/dataset/shallow-inlet-seagrass-1999,
Success,DD,Mallacoota Inlet Seagrass 1999,mallacoota-inlet-seagrass-1999,http://datavic-ckan.docker.amazee.io/dataset/mallacoota-inlet-seagrass-1999,
Success,DD,Gippsland Lakes Seagrass 1997,gippsland-lakes-seagrass-1997,http://datavic-ckan.docker.amazee.io/dataset/gippsland-lakes-seagrass-1997,
Success,DD,Corner Inlet Seagrass 1998,corner-inlet-seagrass-1998,http://datavic-ckan.docker.amazee.io/dataset/corner-inlet-seagrass-1998,
Success,DD,Anderson Inlet Seagrass 1999,anderson-inlet-seagrass-1999,http://datavic-ckan.docker.amazee.io/dataset/anderson-inlet-seagrass-1999,
Success,DD,Distribution of Seagrass in Western Port in 1994,distribution-of-seagrass-in-western-port-in-1994,http://datavic-ckan.docker.amazee.io/dataset/distribution-of-seagrass-in-western-port-in-1994,
Success,DD,Distribution of Seagrass in Western Port in 1999,distribution-of-seagrass-in-western-port-in-1999,http://datavic-ckan.docker.amazee.io/dataset/distribution-of-seagrass-in-western-port-in-1999,
Success,DD,Port Phillip Bay 1:25,000 Seagrass 2000,port-phillip-bay-1-25-000-seagrass-2000,http://datavic-ckan.docker.amazee.io/dataset/port-phillip-bay-1-25-000-seagrass-2000,
Success,DD,Western Port Depth Contours at 1:25,000,western-port-depth-contours-at-1-25-000,http://datavic-ckan.docker.amazee.io/dataset/western-port-depth-contours-at-1-25-000,
Success,DD,Port Phillip Bay Depth Contours at 1:25,000,port-phillip-bay-depth-contours-at-1-25-000,http://datavic-ckan.docker.amazee.io/dataset/port-phillip-bay-depth-contours-at-1-25-000,
Success,DD,Mallacoota Inlet Depth Contours at 1:10,000,mallacoota-inlet-depth-contours-at-1-10-000,http://datavic-ckan.docker.amazee.io/dataset/mallacoota-inlet-depth-contours-at-1-10-000,
